id,product_name,retail_price,image,description,brand
910,Wallmantra Golden Buddha On Red Background Framed Print Canvas Painting,2299,"[""http://img5a.flixcart.com/image/painting/c/e/k/wmfp003-s-wallmantra-original-imae8jrkxhusg8aw.jpeg"", ""http://img6a.flixcart.com/image/painting/c/e/k/wmfp003-s-wallmantra-original-imae8jrkxhusg8aw.jpeg"", ""http://img5a.flixcart.com/image/painting/f/t/t/wmfp123-s-wallmantra-original-imae8czvzk56fhuv.jpeg""]",Buy Wallmantra Golden Buddha On Red Background Framed Print Canvas Painting for Rs.1749 online. Wallmantra Golden Buddha On Red Background Framed Print Canvas Painting at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Wallmantra
911,Wallmantra Abstract Trees Wall Hanging Canvas Painting,2299,"[""http://img5a.flixcart.com/image/painting/y/m/p/wmfp064-s-wallmantra-original-imae8jrk8dxjt7zu.jpeg""]",Buy Wallmantra Abstract Trees Wall Hanging Canvas Painting for Rs.1749 online. Wallmantra Abstract Trees Wall Hanging Canvas Painting at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Wallmantra
912,Vitalwalls Canvas Painting,1749,"[""http://img6a.flixcart.com/image/painting/8/m/x/scenery-448-f-60cm-vitalwalls-1100x1100-imaeefxykrgtyzpz.jpeg"", ""http://img6a.flixcart.com/image/painting/8/m/x/scenery-448-f-60cm-vitalwalls-original-imaeefxykrgtyzpz.jpeg""]","Vitalwalls Canvas Painting (8.8582725 inch x 17.716545 inch)
                         Price: Rs. 1,549
				
			Premium Canvas Art Print. This Art Print is a Best Seller. This Painting is a Exquisite Painting by the Famous Artist. The canvas print is sure to add beauty and aesthetics to your space.This Art print offers beautiful color accuracy on a high-quality canvas that is ready for framing. Giclée (French for “to spray”) is a printing process where millions of ink droplets are sprayed onto the canvas surface creating natural color transitions. Size : 45cm x 22.5cm Best Selling Art Print. High Quality Canvas with Long Lasting Ink. In the Box: Gallery Wrapped on Pure Wooden Frame, Ready to Mount on Wall.
Premium Canvas Art Print. This Art Print is a Best Seller. This Painting is a Exquisite Painting by the Famous Artist. The canvas print is sure to add beauty and aesthetics to your space.This Art print offers beautiful color accuracy on a high-quality canvas that is ready for framing. Giclée (French for “to spray”) is a printing process where millions of ink droplets are sprayed onto the canvas surface creating natural color transitions. Size : 45cm x 22.5cm Best Selling Art Print. High Quality Canvas with Long Lasting Ink. In the Box: Gallery Wrapped on Pure Wooden Frame, Ready to Mount on Wall.",Vitalwalls
913,Vitalwalls With Frame Canvas Painting,1749,"[""http://img6a.flixcart.com/image/painting/z/g/g/scenery-315-f-45cm-vitalwalls-1100x1100-imaee98j8qqgzmmc.jpeg"", ""http://img6a.flixcart.com/image/painting/z/g/g/scenery-315-f-45cm-vitalwalls-original-imaee98j8qqgzmmc.jpeg""]","Vitalwalls With Frame Canvas Painting (17.4409543 inch x 11.81103 inch)
                         Price: Rs. 1,549
				
			Premium Canvas Art Print. This Art Print is a Best Seller. This Painting is a Exquisite Painting by the Famous Artist. The canvas print is sure to add beauty and aesthetics to your space.This Art print offers beautiful color accuracy on a high-quality canvas that is ready for framing. Giclée (French for “to spray”) is a printing process where millions of ink droplets are sprayed onto the canvas surface creating natural color transitions. Size: 30 cm X 44.3 cm Best Selling Art Print. High Quality Canvas with Long Lasting Ink. In the Box: Gallery Wrapped on Pure Wooden Frame, Ready to Mount on Wall.
Premium Canvas Art Print. This Art Print is a Best Seller. This Painting is a Exquisite Painting by the Famous Artist. The canvas print is sure to add beauty and aesthetics to your space.This Art print offers beautiful color accuracy on a high-quality canvas that is ready for framing. Giclée (French for “to spray”) is a printing process where millions of ink droplets are sprayed onto the canvas surface creating natural color transitions. Size: 30 cm X 44.3 cm Best Selling Art Print. High Quality Canvas with Long Lasting Ink. In the Box: Gallery Wrapped on Pure Wooden Frame, Ready to Mount on Wall.",Vitalwalls
914,Wallmantra Cute Kittens Framed Print Canvas Painting,2299,"[""http://img6a.flixcart.com/image/painting/g/u/f/wmfp045-l-wallmantra-original-imae8jrkxaux3yzu.jpeg"", ""http://img5a.flixcart.com/image/painting/g/u/f/wmfp045-l-wallmantra-original-imae8jrkxaux3yzu.jpeg"", ""http://img5a.flixcart.com/image/painting/f/t/t/wmfp123-s-wallmantra-original-imae8czvzk56fhuv.jpeg""]","Wallmantra Cute Kittens Framed Print Canvas Painting (16 inch x 21 inch)
                         Price: Rs. 1,749
				
			Drip Your Interiors With Adorability With This Framed Print Of A Cute Kittens. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.
Drip Your Interiors With Adorability With This Framed Print Of A Cute Kittens. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.",Wallmantra
915,Tallenge Christmas Collection - Nativity Art - Gallery Wrap Canvas Painting,2499,"[""http://img6a.flixcart.com/image/painting/t/f/z/1511p-pfch0077-cpglw15x15-tallenge-1100x1100-imaedz44bg2vwqzy.jpeg"", ""http://img6a.flixcart.com/image/painting/t/f/z/1511p-pfch0077-cpglw15x15-tallenge-original-imaedz44bg2vwqzy.jpeg"", ""http://img6a.flixcart.com/image/painting/t/f/z/1511p-pfch0077-cpglw15x15-tallenge-original-imaedgxg3qypthaf.jpeg"", ""http://img6a.flixcart.com/image/painting/a/r/w/tlsa013-cprll-tallenge-original-imaedm5hcyd55hbz.jpeg""]","Tallenge Christmas Collection - Nativity Art - Gallery Wrap Canvas Painting (15 inch x 15 inch)
                         Price: Rs. 1,799
				
			The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!
The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!",Tallenge
916,Wallmantra Abstract Colors Modern Art Wall Hanging Canvas Painting,2299,"[""http://img5a.flixcart.com/image/painting/p/f/g/wmfp044-l-wallmantra-original-imae8jrkacr35h5z.jpeg"", ""http://img6a.flixcart.com/image/painting/p/f/g/wmfp044-l-wallmantra-original-imae8jrkacr35h5z.jpeg""]",Buy Wallmantra Abstract Colors Modern Art Wall Hanging Canvas Painting for Rs.1749 online. Wallmantra Abstract Colors Modern Art Wall Hanging Canvas Painting at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Wallmantra
917,Wallmantra Motivational Quote Framed Print Canvas Painting,2299,"[""http://img5a.flixcart.com/image/painting/2/h/c/wmfp009-s-wallmantra-original-imae8jrk3rce8ffj.jpeg"", ""http://img5a.flixcart.com/image/painting/f/t/t/wmfp123-s-wallmantra-original-imae8czvzk56fhuv.jpeg""]","Wallmantra Motivational Quote Framed Print Canvas Painting (21 inch x 16 inch)
                         Price: Rs. 1,749
				
			Keep This Motivational Hanging On Your Walls To Help You Focus On The Future. You Are Bound To Succeed With An Eye On The Future. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.
Keep This Motivational Hanging On Your Walls To Help You Focus On The Future. You Are Bound To Succeed With An Eye On The Future. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.",Wallmantra
918,Kanha poshak Wooden All Purpose Chowki,450,"[""http://img5a.flixcart.com/image/chowki/t/c/5/mk-chowki-kanha-poshak-1100x1100-imaegrbzewrhbyen.jpeg"", ""http://img6a.flixcart.com/image/chowki/t/c/5/mk-chowki-kanha-poshak-original-imaegrbzewrhbyen.jpeg"", ""http://img5a.flixcart.com/image/chowki/t/c/5/mk-chowki-kanha-poshak-original-imaegq6tja5chmxu.jpeg"", ""http://img5a.flixcart.com/image/chowki/t/c/5/mk-chowki-kanha-poshak-original-imaegq6t4hg9hhhq.jpeg"", ""http://img6a.flixcart.com/image/chowki/t/c/5/mk-chowki-kanha-poshak-original-imaegq6uuhh7egfq.jpeg"", ""http://img6a.flixcart.com/image/chowki/t/c/5/mk-chowki-kanha-poshak-original-imaegq6uu9ryvrnr.jpeg""]","Key Features of Kanha poshak Wooden All Purpose Chowki Wooden Height - Chowki : 1.5 inch, singhasen: 5 inch Width - chowki: 4"" inch, singhasen: 4"" inch,Kanha poshak Wooden All Purpose Chowki (Multicolor) Price: Rs. 380 this combo contains 1 chowki and 1 singhasen make in wooden with meenakari design in multicolor. use for your deity/ singhasen for sitting laddugopal ji and chowki for serving food or for sitting as well. chowki size (LxWxH) : 4""x4""x1.5"" Singhasen size (LxWxH): 6""x4""x5"",Specifications of Kanha poshak Wooden All Purpose Chowki (Multicolor) General Brand Kanha poshak Model Number MK_chowki Type All Purpose Material Wooden Color Multicolor In the box Sales Package 1 chowki, 1 singhasen Dimensions Height Chowki : 1.5 inch, singhasen: 5 inch Width chowki: 4"" inch, singhasen: 4"" inch",Kanha poshak
919,"Stylla Pichkari, Color Holi Combo",499,"[""http://img5a.flixcart.com/image/holi-festival-combo/d/j/f/stylla-unique-yellow-red-plastic-holi-pichkari-gun-stylla-1100x1100-imaegmf3qngthhdg.jpeg"", ""http://img5a.flixcart.com/image/holi-festival-combo/d/j/f/stylla-unique-yellow-red-plastic-holi-pichkari-gun-stylla-original-imaegmf3qngthhdg.jpeg""]","Key Features of Stylla Pichkari, Color Holi Combo Kids Pichkari,Stylla Pichkari, Color Holi Combo Price: Rs. 299 Stylla is a popular brand that offers fun Pichkari water toys in vibrant colours. It presents a range of exclusive Pichkari guns, cute water toys featuring your favourite cartoon characters and gives a new dimension to outdoor play. Its products are durable, uniquely designed and made of non-toxic material that ensures safety for all.,Specifications of Stylla Pichkari, Color Holi Combo Pichkari Features Material Plastic Color Yellow and Green General Brand Stylla Holi Combo Set Includes Pichkari, Color Model Number Stylla Unique Yellow & Red Plastic Holi Pichkari Gun Dimensions Weight 500 g Pichkari Length 16.5 cm Balloon Features Color Yellow and Green Holi Color Features Herbal Yes Weight 500 g Type Powder Color Yellow and Green In the Box Sales Package 1 Pichkari 1 Color",Stylla
920,Panditnmshrimali Parad Shivlingam (70 gm) Showpiece  -  3.5 cm,1500,"[""http://img5a.flixcart.com/image/showpiece-figurine/h/d/w/pnms366-panditnmshrimali-original-imaegsfg4zgyyw2k.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/h/d/w/pnms366-panditnmshrimali-original-imaegsfg4zgyyw2k.jpeg""]","Key Features of Panditnmshrimali Parad Shivlingam (70 gm) Showpiece  -  3.5 cm Material - Parad(Mercury),Panditnmshrimali Parad Shivlingam (70 gm) Showpiece  -  3.5 cm (Silver Finish, Silver) Price: Rs. 800 Parad Shivling represents the confluence of the divine and Maya (illusion), congregation of the nature and male, and the union of Lord Shiv & Goddess Parvati. Parad Shivlinga also symbolizes Lord Shiva (Mahamrityunjay - Conqueror of Death). The splendor of Parad which is believed to be the semen (seed) of Lord Shiva finds mention in the Puranas, Shastras and Tantra text. Mahashivratri falling on 8th of March, 2016 is one of the most celebrated Hindu festivals. People observe fast on this day in order to please Mahadeva (Shiv). It is a grand night of Lord Shiva where Lord Shive and Shakti merge, also represented by Parad. As per the Vedas, Parad is the most pure and auspicious metal with high religious importance. In Bramha Purana, it is also mentioned that the individual who worships Parad idols loyally, gets full worldly pleasures, and eventually attains salvation. It is also believed that an individual will be able to fulfill his goals - religion, health, desire, and salvation by worshipping Parad Shivling. In the ancient scriptures such as 'Ras Ratnakar', 'Ras Chandasu', 'Parad Samhita', 'Rasendara Chudamani' it is mentioned that by a mere touch of Parad Shivling, a person will get the benefit of Shiv Puja in all the three Lokas. • Benefits of Parad Shivling Parad Shivling which is made from the purest Mercury symbolizes Lord Shiva. Parad is regarded as the most genuine and auspicious metal and is used for Sadhana. It is believed that if a person concentrates on it and uses it for worship most of his desires will be fulfilled. As per the Ancient Rishis, to get relief from a disease worshipping of Shivlinga is necessary besides the usage of medicine. Worshipping of Parad Shivling makes a devotee free from the fear of death, health issues, and other dangers. In addition, it makes the worshipper spiritual, healthy and brave. Parad Shivling brings harmony, weeds out trouble, removes stress, tension and ego. It is capable to bring back a person in normal life from a life threatening situation and protects the person critical situations. It also safeguards from ill-effects of Kaal Sarp Dosh Mangalik Dosh, Planetary flaws. Parad Shivling not only eliminates adversity but also brings good luck and success in life. It reinstates lost faith and mental & physical power and enables an individual to be free from sorrow and struggle. • Parad Shivling Mantra "" Tatpurushay Vidmahe Mahaadevaaya Dheemahi, Tanno Rudrah Prachodayaat "" "" Om Triyambakam Yajamahe Sugandhim Pushti Vardhanam Urvarukamiva Bandhanan Mrityor Mukshiya Maamritat "" "" Om Namah Shivay "" "" Om Houm Jum Sah (Own Name ) Palaye Palaye Sah Jum Houm Om "",Specifications of Panditnmshrimali Parad Shivlingam (70 gm) Showpiece  -  3.5 cm (Silver Finish, Silver) General Brand Panditnmshrimali Model Number pnms366 Type Religious Idols Material Silver Finish Model Name Parad Shivlingam (70 gm) Color Silver Dimensions Weight 70 g Height 3.5 cm Width 3.5 cm Depth 1 cm Additional Features Water Resistant Yes In the Box Sales Package 1 Showpiece Figurine Pack of 1",Panditnmshrimali
